기관 명,송신 서버 번호,데이터 번호,모델명,시리얼,구분,초미세먼지(㎍/㎥),미세먼지(㎍/㎥),기온(℃),상대습도( %),풍향(°),풍속(m/s),돌풍 풍향(°),돌풍 풍속(m/s),조도(lux),자외선(UVI),소음(dB),진동_x(g),진동_y(g),진동_z(g),진동_x 최대(g),진동_y 최대(g),진동_z 최대(g),흑구 운도(℃),초미세먼지 보정(㎍/㎥),미세먼지 보정(㎍/㎥),전송시간,등록일자
서울시,48,1,SDOT001,V02Q1940947,1,9,9,20.9,88,,,,,17,0,52,0.01,0.06,1.02,0.06,0.12,1.09,,8,10,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940946,1,6,6,20.7,89,,,,,6,0,44,0.09,0.12,0.98,0.13,0.17,1.09,,10,10,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940948,1,5,5,21.7,88,,,,,0,0,43,0.02,0.08,1.03,0.06,0.14,1.1,,7,9,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940949,1,5,5,20.7,88,,,,,125,0,47,0.01,0.02,1.05,0.05,0.13,1.14,,8,9,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940950,1,6,6,21.2,86,,,,,9,0,38,0.01,0.11,0.96,0.06,0.17,1.04,,7,9,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940951,1,6,6,20.6,91,,,,,0,0,45,0.02,0.03,1,0.08,0.1,1.1,,8,7,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940952,1,6,6,21.3,88,,,,,12,0,44,0.02,0.12,1.02,0.08,0.18,1.1,,9,11,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940954,1,6,6,21.6,85,,,,,10,0,60,0.06,0.08,1.02,0.1,0.13,1.11,,3,7,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940953,1,6,6,20.8,87,,,,,2,0,47,0.08,0.04,0.96,0.13,0.11,1.04,,7,11,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940955,1,5,5,20.8,89,,,,,0,0,46,0.01,0.07,1.03,0.05,0.13,1.11,,6,9,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941000,1,5,8,20.7,91,,,,,0,0,,,,,,,,,9,15,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941006,1,1,1,20.7,91,,,,,0,0,,,,,,,,,2,1,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941013,1,0,0,21.2,92,,,,,0,0,,,,,,,,,0,0,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1941015,1,1,3,21,89,,,,,0,0,,,,,,,,,1,4,2.02E+11,07:57.0
서울시,48,1,SDOT001,V02Q1940881,1,11,11,20.6,89,,,,,83,0,45,0.03,0.08,0.98,0.09,0.13,1.11,,12,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940883,1,12,12,21,90,,,,,0,0,42,0.01,0.1,1.01,0.06,0.15,1.09,,11,15,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940882,1,8,8,20.2,88,,,,,0,0,50,0.06,0.09,1.04,0.11,0.15,1.11,,6,9,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940878,1,5,5,20.4,91,92,0.8,84.4,1.9,0,0,46,0.01,0.06,1.03,0.06,0.12,1.09,,7,9,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940879,1,9,9,20.6,86,,,,,0,0,52,0.02,0.02,1.05,0.07,0.12,1.1,,6,7,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940876,1,7,7,20.5,90,,,,,0,0,43,0.02,0.03,1.03,0.06,0.11,1.09,,7,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940877,1,11,11,21.8,82,,,,,0,0,43,0.08,0.03,1.03,0.13,0.12,1.1,,7,8,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940942,1,8,8,20.9,89,,,,,0,0,49,0.05,0.02,1.03,0.1,0.15,1.13,,9,10,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940943,1,5,5,20.5,90,,,,,1,0,40,0.02,0.07,1.04,0.08,0.13,1.1,,8,7,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940945,1,11,11,21,89,,,,,2,0,45,0.02,0.08,1.01,0.07,0.14,1.11,,13,16,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940941,1,6,6,21.1,87,,,,,0,0,58,0.01,0.17,1.04,0.06,0.2,1.13,,8,12,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940944,1,6,6,21.4,85,,,,,0,0,44,0.01,0.11,1.03,0.05,0.17,1.11,,5,10,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940935,1,19,19,21.8,86,,,,,0,0,,,,,,,,,19,19,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940889,1,7,7,20.9,85,,,,,0,0,42,0.01,0.05,1.01,0.07,0.13,1.11,,8,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940887,1,3,3,21.2,87,,,,,0,0,55,0.09,0.09,1.05,0.17,0.16,1.15,,4,5,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940888,1,8,8,21.7,83,,,,,0,0,45,0.02,0.02,1.01,0.09,0.15,1.11,,8,12,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940886,1,11,11,22.5,80,,,,,0,0,44,0.04,0.09,1.04,0.09,0.15,1.11,,13,14,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940885,1,6,6,20.6,87,,,,,4,0,45,0.06,0.02,1,0.1,0.12,1.1,,8,11,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940884,1,11,11,21.2,84,,,,,0,0,45,0.01,0.04,1.03,0.05,0.11,1.1,,13,16,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940880,1,2,4,20.6,90,,,,,0,0,56,0.03,0.05,1.01,0.07,0.11,1.09,,4,5,2.02E+11,07:56.0
서울시,48,1,SDOT001,V02Q1940863,1,4,4,20.5,91,,,,,6,0,51,0.08,0.07,1.12,0.12,0.14,1.19,19.4,6,8,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940875,1,12,12,20.7,89,,,,,0,0,39,0.05,0.02,1,0.1,0.14,1.1,,12,13,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940874,1,10,10,21.1,90,,,,,0,0,44,0.02,0.02,1.01,0.08,0.13,1.11,,9,11,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940873,1,4,4,20.9,88,,,,,0,0,40,0.02,0.02,1,0.07,0.11,1.09,,4,6,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940870,1,4,4,21.2,88,,,,,0,0,45,0.02,0.04,1.02,0.08,0.11,1.08,19.8,5,7,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940872,1,12,12,20.2,88,,,,,0,0,43,0.03,0.1,1.12,0.09,0.16,1.18,,6,6,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940871,1,4,4,21.1,89,,,,,1,0,49,0.02,0.02,1.03,0.07,0.13,1.1,19.6,7,6,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940869,1,4,4,20.8,88,,,,,0,0,47,0.02,0.11,1.09,0.06,0.16,1.15,19.4,6,7,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940865,1,11,11,20.2,93,,,,,0,0,52,0.02,0.1,1.01,0.07,0.15,1.11,19.2,13,13,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940867,1,6,6,20.2,91,,,,,0,0,42,0.02,0.02,1.05,0.07,0.13,1.12,19.1,7,11,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940868,1,3,3,21.3,86,,,,,0,0,41,0.01,0.05,1.04,0.06,0.12,1.12,19.6,4,4,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940866,1,9,9,20.8,88,,,,,0,0,45,0.02,0.08,1.04,0.07,0.14,1.12,21.5,17,15,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940864,1,8,8,20.5,90,,,,,104,0,55,0.04,0.09,1,0.1,0.15,1.09,19.3,11,12,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940861,1,10,10,20.8,89,,,,,19,0,50,0.02,0.03,1.06,0.07,0.1,1.12,19.4,9,11,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940859,1,9,9,20.4,87,,,,,0,0,48,0.03,0.02,1.09,0.09,0.14,1.15,,7,8,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940862,1,9,9,21.2,89,,,,,0,0,43,0.02,0.02,1.04,0.06,0.13,1.11,,11,11,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940858,1,6,6,21.1,89,,,,,10,0,47,0.02,0.03,1.04,0.07,0.11,1.11,,9,10,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940860,1,7,7,21.6,85,,,,,0,0,45,0.02,0.1,1.05,0.06,0.16,1.12,,7,12,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940857,1,12,12,19.6,93,,,,,0,0,40,0.01,0.14,1.04,0.05,0.19,1.11,,9,16,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940856,1,11,11,20.6,88,,,,,0,0,51,0.01,0.02,1.06,0.06,0.12,1.13,,9,12,2.02E+11,07:55.0
서울시,48,1,SDOT001,V02Q1940838,1,7,7,21.1,87,88,0.1,86.3,0.7,0,0,54,0.01,0.07,1.01,0.06,0.12,1.13,,9,11,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940853,1,6,6,21.2,88,,,,,0,0,49,0.01,0.04,1.02,0.05,0.1,1.09,,8,9,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940855,1,11,11,21.3,91,,,,,0,0,48,0.02,0.04,1.03,0.07,0.13,1.1,,10,14,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940854,1,11,11,21.8,85,,,,,0,0,45,0.04,0.13,1.04,0.09,0.19,1.11,,11,15,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940852,1,12,12,20.5,89,,,,,0,0,48,0.01,0.07,1.04,0.05,0.14,1.11,,7,9,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940849,1,4,4,21.2,88,,,,,0,0,45,0.08,0.03,1,0.13,0.11,1.12,,7,7,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940848,1,14,14,21.6,88,,,,,0,0,48,0.04,0.02,0.99,0.1,0.11,1.09,,14,12,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940851,1,5,5,20.9,87,,,,,0,0,43,0.04,0.13,1.07,0.1,0.2,1.14,,6,7,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940850,1,8,8,20.7,90,,,,,0,0,52,0.01,0.05,0.98,0.05,0.11,1.07,,12,13,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940846,1,7,7,21,87,,,,,41,0,39,0.02,0.05,1.03,0.07,0.1,1.1,,11,15,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940847,1,3,3,21.8,85,,,,,0,0,55,0.02,0.04,1.03,0.09,0.11,1.12,,4,6,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940845,1,4,4,22.7,79,,,,,0,0,41,0.01,0.12,1.07,0.06,0.17,1.14,,6,7,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940836,1,7,7,20.6,90,115,0.2,114,1,379,0,53,0.01,0.17,1.08,0.05,0.2,1.15,,11,14,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940843,1,11,11,21.6,83,,,,,0,0,40,0.04,0.11,1.02,0.1,0.17,1.11,,12,15,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940839,1,8,8,21.9,84,,,,,2,0,44,0.02,0.03,1.07,0.07,0.13,1.13,,11,14,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940842,1,9,9,21.3,87,,,,,0,0,46,0.01,0.12,1.01,0.06,0.18,1.1,21.8,8,9,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940841,1,11,11,20.5,90,,,,,0,0,49,0.02,0.05,1,0.06,0.1,1.09,,11,9,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940844,1,9,9,23.7,75,,,,,0,0,35,0.01,0.06,1.01,0.05,0.13,1.09,,10,9,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940840,1,12,12,21.1,87,,,,,0,0,43,0.06,0.03,0.98,0.12,0.12,1.1,,11,11,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940837,1,4,4,20.3,89,,,,,0,0,43,0.12,0.03,1,0.17,0.14,1.08,,6,7,2.02E+11,07:54.0
서울시,48,1,SDOT001,V02Q1940831,1,3,3,21,92,,,,,0,0,51,0.01,0.11,1.03,0.06,0.17,1.12,,4,6,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940826,1,8,8,20.1,93,,,,,0,0,57,0.03,0.03,1.04,0.09,0.13,1.1,,10,10,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940829,1,8,8,20.2,92,109,1.5,113,2.5,0,0,58,0.06,0.03,1,0.1,0.12,1.1,,14,12,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940835,1,8,8,20.7,90,,,,,0,0,49,0.04,0.08,1.01,0.1,0.13,1.1,,9,13,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940834,1,5,9,20.6,88,,,,,0,0,52,0.01,0.04,0.96,0.06,0.11,1.02,,7,11,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940833,1,14,14,20.4,93,138,0.1,141,0,0,0,55,0.01,0.04,1.01,0.06,0.11,1.11,,14,15,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940832,1,4,4,22,81,,,,,0,0,40,0.03,0.05,1.05,0.08,0.11,1.13,,4,5,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940830,1,11,11,20.5,89,29,1,125,2,0,0,52,0.01,0.07,1,0.05,0.14,1.08,,13,19,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940828,1,7,7,21,87,,,,,0,0,42,0.02,0.03,1.08,0.07,0.13,1.15,19.4,7,9,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940825,1,5,5,20.9,90,,,,,0,0,42,0.06,0.04,0.99,0.11,0.1,1.11,,5,7,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940827,1,12,12,20.7,91,,,,,0,0,39,0.02,0.02,1.05,0.08,0.16,1.14,,12,13,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940824,1,5,5,20.2,91,121,2,116,3.1,0,0,50,0.01,0.13,1.04,0.05,0.19,1.11,,9,8,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940822,1,8,8,21,88,,,,,0,0,46,0.04,0.03,1.04,0.08,0.1,1.1,,8,11,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940823,1,18,18,21,85,,,,,0,0,43,0.07,0.02,1.06,0.13,0.12,1.14,,12,16,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940820,1,4,4,20.9,89,,,,,1,0,56,0.01,0.02,1.05,0.06,0.12,1.13,,4,7,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940821,1,5,5,21.3,84,,,,,72,0,51,0.05,0.03,1.01,0.1,0.12,1.08,,5,10,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940819,1,4,4,21.8,82,,,,,0,0,45,0.04,0.02,1.05,0.09,0.12,1.13,,5,8,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940818,1,11,11,21.6,87,,,,,0,0,40,0.01,0.06,1.06,0.05,0.12,1.13,,10,10,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940817,1,9,9,23,78,,,,,1,0,43,0.01,0.02,1.02,0.05,0.56,1.13,,15,16,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940816,1,9,9,20.4,91,46,1.4,50.7,2.4,89,0,55,0.01,0.08,1,0.06,0.14,1.1,,7,10,2.02E+11,07:53.0
서울시,48,1,SDOT001,V02Q1940814,1,7,7,20.3,90,,,,,0,0,45,0.01,0.04,1.05,0.06,0.11,1.12,19.1,7,9,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940812,1,6,6,21.8,82,72,0.1,212,0.4,0,0,57,0.03,0.09,1.05,0.09,0.14,1.12,,6,10,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940810,1,7,7,20.9,89,,,,,0,0,40,0.01,0.02,1.01,0.05,0.12,1.1,,8,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940811,1,9,9,21,88,,,,,6,0,52,0.04,0.07,1.03,0.12,0.14,1.09,,6,13,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940804,1,3,3,20,94,,,,,0,16,46,0.03,0.06,1.08,0.09,0.13,1.15,19.2,5,5,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940803,1,5,5,20.7,88,,,,,4,0,49,0.02,0.02,1.08,0.07,0.13,1.14,,10,7,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940808,1,5,5,20.2,90,,,,,118,0,42,0.02,0.03,1.08,0.07,0.13,1.15,,9,8,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940806,1,11,11,20.8,91,,,,,1,0,53,0.01,0.02,1,0.06,0.11,1.08,,12,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940809,1,7,8,20.1,92,,,,,8,0,49,0.01,0.02,1.01,0.06,0.1,1.1,,10,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940807,1,10,10,22.6,81,,,,,0,0,47,0.06,0.06,1.05,0.11,0.13,1.12,,9,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940805,1,7,7,20.5,91,,,,,0,0,51,0.01,0.01,1.03,0.05,0.14,1.11,,7,10,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940802,1,8,8,21.1,88,,,,,2,0,56,0.03,0.02,0.98,0.1,0.14,1.07,,6,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940797,1,23,23,21,87,,,,,0,0,48,0.02,0.11,1.03,0.07,0.17,1.12,,12,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940798,1,5,5,21.4,83,,,,,0,0,42,0.05,0.09,1,0.09,0.15,1.1,,3,6,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940813,1,7,7,20.7,88,101,1,102,1.9,0,0,55,0.02,0.04,1.05,0.07,0.11,1.13,,10,10,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940801,1,10,10,20.8,92,,,,,1,0,48,0.01,0.04,1.06,0.06,0.13,1.12,,10,11,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940799,1,10,10,21.3,84,,,,,0,0,39,0.02,0.1,1.06,0.07,0.16,1.11,,11,17,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940815,1,6,6,20.8,89,56,0.7,59.8,1.3,0,0,52,0.04,0.03,1.01,0.1,0.11,1.12,,7,9,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940800,1,4,4,21.1,85,,,,,10,0,54,0.02,0.08,0.99,0.08,0.15,1.1,,3,6,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940796,1,11,11,20.7,93,,,,,0,0,44,0.01,0.07,1.03,0.05,0.12,1.09,,11,14,2.02E+11,07:52.0
서울시,48,1,SDOT001,V02Q1940777,1,20,20,20.1,92,,,,,0,0,43,0.05,0.02,1.02,0.1,0.11,1.09,,11,12,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940776,1,6,6,20.9,92,,,,,275,0,54,0.02,0.02,1,0.07,0.13,1.12,,8,11,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940792,1,5,5,20.4,91,,,,,0,0,45,0.02,0.02,1.08,0.07,0.13,1.14,,8,11,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940795,1,6,6,20.6,89,,,,,0,0,45,0.01,0.04,1,0.05,0.12,1.09,,7,10,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940793,1,2,2,21.8,85,,,,,0,0,45,0.03,0.05,1.09,0.09,0.11,1.16,,3,2,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940789,1,3,4,20.5,91,,,,,0,0,44,0.07,0.04,1.01,0.1,0.11,1.11,,5,7,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940791,1,2,2,21.5,82,,,,,2,0,50,0.11,0.02,1.02,0.17,0.15,1.09,,3,3,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940794,1,9,9,20.3,91,,,,,1,0,43,0.06,0.07,0.97,0.11,0.12,1.09,,11,14,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940790,1,3,3,21.2,85,,,,,1,0,41,0.01,0.04,0.98,0.05,0.1,1.09,,3,5,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940787,1,5,5,21.5,89,,,,,0,0,41,0.03,0.09,1.03,0.09,0.15,1.12,,5,9,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940788,1,6,6,20.8,94,,,,,0,16,47,0.04,0.06,1.04,0.09,0.12,1.12,,8,10,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940785,1,3,6,20.8,88,,,,,0,0,55,0.13,0.05,1.08,0.18,0.11,1.15,,5,10,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940786,1,6,10,20.7,88,,,,,0,0,52,0.02,0.13,0.99,0.08,0.18,1.09,,7,13,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940784,1,3,3,21.9,87,,,,,0,0,41,0.01,0.08,1.04,0.07,0.14,1.1,,5,5,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940783,1,6,7,20.6,89,,,,,56,0,43,0.01,0.1,1.01,0.06,0.16,1.12,,8,10,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940782,1,10,10,20.4,89,,,,,0,0,39,0.02,0.09,0.99,0.08,0.15,1.11,,12,12,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940780,1,13,20,20.6,89,,,,,0,0,47,0.04,0.05,1.04,0.09,0.12,1.1,,14,22,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940781,1,5,5,20.7,88,,,,,0,0,42,0.01,0.14,1.01,0.05,0.19,1.09,,6,8,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940779,1,8,8,20.3,90,,,,,0,0,51,0.02,0.03,1.05,0.08,0.13,1.13,,9,12,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940778,1,7,7,20.8,89,,,,,0,0,49,0.01,0.11,1.03,0.06,0.16,1.09,,8,10,2.02E+11,07:51.0
서울시,48,1,SDOT001,V02Q1940775,1,2,2,21.3,85,,,,,0,0,52,0.01,0.05,1.06,0.05,0.13,1.12,,3,3,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940773,1,11,11,21,90,,,,,0,0,45,0.01,0.05,1.01,0.05,0.11,1.09,,11,15,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940774,1,8,8,21,88,,,,,0,0,46,0.02,0.08,1.04,0.07,0.14,1.11,,10,11,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940762,1,7,7,21.1,87,,,,,3,0,46,0.01,0.06,1.03,0.05,0.13,1.11,,9,13,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940772,1,6,6,21.4,85,,,,,7,0,52,0.02,0.04,1,0.08,0.11,1.1,,6,11,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940769,1,9,9,20.8,89,,,,,7,0,43,0.04,0.1,1.04,0.1,0.15,1.11,,10,12,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940771,1,6,6,21.4,86,,,,,0,0,42,0.01,0.1,1.03,0.05,0.16,1.12,,9,10,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940768,1,7,7,21.3,86,,,,,0,0,54,0.04,0.03,1.02,0.09,0.1,1.11,,7,12,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940767,1,4,4,21.1,88,,,,,0,0,49,0.04,0.09,1.01,0.09,0.16,1.1,,6,7,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940766,1,14,14,20.2,94,,,,,11,0,48,0.01,0.06,1.02,0.06,0.11,1.1,,11,15,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940770,1,3,3,21.4,88,,,,,1,0,45,0.02,0.06,1.07,0.07,0.14,1.13,,5,6,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940765,1,9,9,20.3,91,,,,,0,0,52,0.02,0.02,1.03,0.06,0.12,1.1,,9,10,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940764,1,4,4,20.6,88,,,,,0,0,46,0.01,0.02,1.01,0.05,0.11,1.1,,5,5,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940763,1,7,7,20.7,85,,,,,0,0,45,0.06,0.07,1.09,0.1,0.13,1.15,,9,13,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940761,1,5,5,20.8,88,,,,,35,0,45,0.03,0.02,1.02,0.09,0.13,1.1,,6,7,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940760,1,3,3,20.3,91,,,,,2,0,47,0.03,0.06,1.01,0.08,0.13,1.12,,6,4,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940758,1,6,6,21,86,,,,,0,0,46,0.04,0.17,1.09,0.09,0.2,1.15,,7,8,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940759,1,7,7,20.7,90,,,,,5,0,55,0.02,0.05,0.98,0.06,0.1,1.09,,11,12,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940757,1,5,5,21.4,85,,,,,11,0,42,0.02,0.02,1.04,0.07,0.1,1.1,,6,8,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940756,1,6,6,21.2,87,,,,,1,0,56,0.02,0.12,1,0.08,0.17,1.08,,8,10,2.02E+11,07:50.0
서울시,48,1,SDOT001,V02Q1940742,1,3,3,21.9,83,,,,,13,0,46,0.04,0.08,1.03,0.09,0.14,1.11,,6,4,2.02E+11,07:49.0
서울시,48,1,SDOT001,V02Q1940751,1,5,5,21.3,88,,,,,0,0,42,0.03,0.11,1.03,0.09,0.17,1.09,,9,7,2.02E+11,07:49.0
서울시,48,1,SDOT001,V02Q1940755,1,10,12,21,86,,,,,0,0,37,0.06,0.06,0.99,0.1,0.11,1.08,,8,11,2.02E+11,07:49.0
서울시,48,1,SDOT001,V02Q1940754,1,11,11,20.7,90,,,,,0,0,41,0.04,0.03,1.04,0.1,0.12,1.1,,11,12,2.02E+11,07:49.0
서울시,48,1,SDOT001,V02Q1940752,1,10,10,21.7,83,,,,,0,0,39,0.02,0.09,1.04,0.06,0.14,1.11,,12,14,2.02E+11,07:49.0
서울시,48,1,SDOT001,V02Q1940753,1,7,7,21.1,89,,,,,0,0,41,0.02,0.02,1.06,0.08,0.11,1.13,,7,10,2.02E+11,07:49.0
